Payment_id,Subscription_id,Payment_date,Payment_method,Amount,Status
639,172,2025-05-28,UPI,99,Success
640,172,2025-06-27,Debit Card,99,Success
641,172,2025-07-27,Net Banking,99,Success
642,173,2024-02-02,UPI,99,Success
643,173,2024-03-03,Net Banking,99,Success
644,173,2024-04-02,Net Banking,119,Success
645,173,2024-05-02,Debit Card,119,Failed
646,173,2024-06-01,UPI,129,Success
647,173,2024-07-01,Credit Card,99,Success
648,173,2024-07-31,Net Banking,119,Success
649,174,2023-12-21,Net Banking,129,Success
650,174,2024-01-20,Debit Card,99,Failed
651,175,2024-10-04,UPI,999,Success
652,175,2025-10-04,Net Banking,1199,Success
653,176,2024-09-01,UPI,129,Success
654,176,2024-10-01,UPI,119,Success
655,177,2025-07-15,Net Banking,119,Success
656,177,2025-08-14,Credit Card,119,Success
657,177,2025-09-13,UPI,129,Success
658,177,2025-10-13,Debit Card,119,Success
659,178,2025-09-28,UPI,1199,Success
660,179,2025-12-20,Credit Card,299,Failed
661,180,2025-06-13,UPI,119,Success
662,180,2025-07-13,UPI,119,Failed
663,181,2024-06-03,UPI,299,Success
664,182,2026-05-19,Net Banking,129,Success
665,182,2026-06-18,UPI,119,Success
666,182,2026-07-18,Net Banking,99,Success
667,182,2026-08-17,Debit Card,129,Success
668,182,2026-09-16,Debit Card,99,Success
669,182,2026-10-16,UPI,129,Success
670,182,2026-11-15,Credit Card,119,Success
671,182,2026-12-15,Debit Card,129,Failed
672,182,2027-01-14,Credit Card,129,Success
673,182,2027-02-13,Net Banking,129,Success
674,182,2027-03-15,Credit Card,129,Success
675,182,2027-04-14,Net Banking,99,Failed
676,182,2027-05-14,Debit Card,129,Failed
677,183,2024-02-20,Credit Card,99,Success
678,183,2024-03-21,Net Banking,119,Success
679,183,2024-04-20,Credit Card,129,Success
680,183,2024-05-20,Credit Card,129,Failed
681,184,2023-10-04,Debit Card,1199,Success
682,185,2025-10-05,UPI,119,Failed
683,185,2025-11-04,Credit Card,129,Success
684,185,2025-12-04,Debit Card,129,Success
685,185,2026-01-03,UPI,119,Failed
686,185,2026-02-02,Net Banking,99,Success
687,185,2026-03-04,Debit Card,129,Success
688,185,2026-04-03,Debit Card,119,Success
689,186,2026-01-11,UPI,999,Success
690,187,2024-01-10,Credit Card,99,Success
691,187,2024-02-09,UPI,99,Failed
692,187,2024-03-10,UPI,99,Success
693,187,2024-04-09,Net Banking,129,Failed
694,187,2024-05-09,Debit Card,129,Success
695,187,2024-06-08,Credit Card,119,Success
696,187,2024-07-08,Credit Card,99,Failed
697,188,2026-01-11,Net Banking,99,Success
698,188,2026-02-10,Net Banking,119,Success
699,188,2026-03-12,UPI,129,Success
700,188,2026-04-11,UPI,129,Success
701,188,2026-05-11,UPI,119,Success
702,188,2026-06-10,UPI,129,Success
703,188,2026-07-10,Credit Card,129,Failed
704,189,2025-08-20,Credit Card,299,Success
705,189,2025-11-18,Credit Card,349,Failed
706,190,2024-02-10,UPI,349,Success
707,190,2024-05-10,Net Banking,349,Failed
708,190,2024-08-08,Credit Card,299,Success
709,191,2023-11-21,Net Banking,1299,Success
710,192,2026-04-24,Credit Card,1299,Failed
711,193,2026-07-20,Debit Card,1199,Success
712,193,2027-07-20,Net Banking,1199,Failed
713,194,2025-06-02,Debit Card,129,Success
714,194,2025-07-02,Credit Card,129,Failed
715,194,2025-08-01,Debit Card,129,Success
716,194,2025-08-31,Net Banking,119,Failed
717,194,2025-09-30,UPI,99,Success
718,194,2025-10-30,UPI,129,Success
719,194,2025-11-29,UPI,119,Success
720,194,2025-12-29,Credit Card,99,Success
721,194,2026-01-28,Debit Card,99,Success
722,194,2026-02-27,UPI,99,Failed
723,194,2026-03-29,Credit Card,119,Success
724,194,2026-04-28,Debit Card,119,Success
725,194,2026-05-28,Debit Card,99,Success
726,195,2026-05-19,Net Banking,999,Success
727,196,2025-12-04,UPI,1299,Success
728,196,2026-12-04,Credit Card,1199,Failed
729,197,2025-01-21,UPI,1299,Success
730,198,2025-06-30,Net Banking,299,Success
731,198,2025-09-28,Debit Card,299,Success
732,198,2025-12-27,Net Banking,329,Success
733,198,2026-03-27,UPI,299,Failed
734,198,2026-06-25,Debit Card,299,Success
735,199,2024-12-22,Credit Card,329,Success
736,199,2025-03-22,Credit Card,349,Success
737,200,2024-03-30,Net Banking,99,Failed
738,200,2024-04-29,UPI,129,Success
739,200,2024-05-29,Debit Card,119,Failed
740,200,2024-06-28,Credit Card,99,Success
741,200,2024-07-28,Net Banking,99,Success
742,200,2024-08-27,Net Banking,129,Success
743,200,2024-09-26,Net Banking,99,Failed
744,200,2024-10-26,Credit Card,129,Success
745,200,2024-11-25,Credit Card,119,Failed
746,200,2024-12-25,Credit Card,119,Success
747,200,2025-01-24,UPI,99,Success
748,200,2025-02-23,Debit Card,119,Success
749,200,2025-03-25,Net Banking,99,Failed
750,201,2025-02-06,Debit Card,119,Success
751,201,2025-03-08,Debit Card,119,Success
752,201,2025-04-07,Credit Card,119,Success
753,201,2025-05-07,Net Banking,129,Success
754,201,2025-06-06,UPI,119,Success
755,201,2025-07-06,Debit Card,99,Success
756,201,2025-08-05,UPI,129,Success
757,201,2025-09-04,UPI,129,Success
758,201,2025-10-04,Credit Card,129,Success
759,201,2025-11-03,Debit Card,99,Success
760,201,2025-12-03,Net Banking,119,Failed
761,201,2026-01-02,Debit Card,99,Success
762,201,2026-02-01,Credit Card,129,Success
763,202,2025-08-17,Debit Card,349,Failed
764,202,2025-11-15,Credit Card,349,Success
765,203,2023-12-03,UPI,329,Success
766,203,2024-03-02,UPI,299,Success
767,204,2025-06-04,Debit Card,999,Success
768,205,2026-06-05,UPI,329,Success
769,205,2026-09-03,Debit Card,329,Success
770,205,2026-12-02,UPI,299,Success
771,205,2027-03-02,Net Banking,349,Success
772,205,2027-05-31,UPI,329,Success
773,206,2026-01-10,UPI,329,Success
774,206,2026-04-10,Net Banking,299,Success
775,207,2026-06-20,Credit Card,299,Success
776,207,2026-09-18,Net Banking,329,Failed
777,208,2023-09-15,Credit Card,349,Success
778,208,2023-12-14,Debit Card,329,Success
779,209,2024-04-20,Debit Card,349,Success
780,210,2025-07-07,Debit Card,129,Success
781,210,2025-08-06,Debit Card,129,Failed
782,210,2025-09-05,Debit Card,99,Success
783,210,2025-10-05,Debit Card,99,Failed
784,210,2025-11-04,Credit Card,129,Success
785,210,2025-12-04,Net Banking,129,Success
786,210,2026-01-03,Credit Card,119,Success
787,211,2026-02-26,Debit Card,119,Success
788,211,2026-03-28,Credit Card,119,Success
789,211,2026-04-27,Credit Card,129,Success
790,211,2026-05-27,Debit Card,99,Success
791,212,2026-06-27,Credit Card,329,Success
792,212,2026-09-25,UPI,329,Success
793,212,2026-12-24,Debit Card,299,Success
794,213,2024-07-15,UPI,129,Success
795,213,2024-08-14,Net Banking,119,Success
796,214,2024-09-25,Debit Card,1199,Success
797,215,2024-01-02,UPI,299,Success
798,215,2024-04-01,UPI,299,Success
799,216,2025-04-12,Credit Card,349,Success
800,216,2025-07-11,UPI,299,Success
801,217,2024-10-24,Net Banking,99,Success
802,217,2024-11-23,Net Banking,129,Success
803,217,2024-12-23,Net Banking,99,Failed
804,217,2025-01-22,Credit Card,119,Success
805,217,2025-02-21,Credit Card,99,Success
806,217,2025-03-23,UPI,119,Success
807,217,2025-04-22,Credit Card,119,Success
808,218,2024-06-16,UPI,99,Success
809,218,2024-07-16,Net Banking,119,Success
810,218,2024-08-15,Credit Card,119,Failed
811,218,2024-09-14,UPI,119,Failed
812,219,2024-07-12,Debit Card,1299,Failed
813,220,2023-10-01,UPI,129,Success
814,220,2023-10-31,Net Banking,119,Success
815,220,2023-11-30,Net Banking,99,Success
816,220,2023-12-30,Net Banking,129,Success
817,220,2024-01-29,Debit Card,99,Failed
818,220,2024-02-28,Debit Card,119,Success
819,220,2024-03-29,Credit Card,119,Failed
820,220,2024-04-28,UPI,119,Success
821,220,2024-05-28,Net Banking,119,Success
822,220,2024-06-27,UPI,129,Success
823,220,2024-07-27,Credit Card,129,Failed
824,220,2024-08-26,Debit Card,119,Failed
825,220,2024-09-25,Credit Card,99,Failed
826,221,2025-05-31,Credit Card,349,Failed
827,221,2025-08-29,Debit Card,299,Success
828,222,2023-11-02,Credit Card,1299,Success
829,223,2023-12-03,UPI,299,Failed
830,223,2024-03-02,Debit Card,349,Success
831,223,2024-05-31,Net Banking,349,Success
832,224,2024-06-24,Net Banking,329,Success
833,224,2024-09-22,Debit Card,299,Success
834,224,2024-12-21,Credit Card,299,Success
835,224,2025-03-21,UPI,349,Failed
836,224,2025-06-19,Debit Card,329,Failed
837,225,2024-07-11,Credit Card,329,Success
838,225,2024-10-09,Credit Card,299,Success
839,225,2025-01-07,Debit Card,349,Success
840,226,2023-12-05,Net Banking,329,Failed
841,226,2024-03-04,UPI,349,Failed
842,226,2024-06-02,Credit Card,299,Failed
843,227,2024-06-25,Net Banking,329,Failed
844,227,2024-09-23,UPI,299,Success
845,227,2024-12-22,Debit Card,349,Success
846,227,2025-03-22,Credit Card,299,Success
847,227,2025-06-20,Debit Card,299,Success
848,228,2025-10-31,UPI,999,Success
849,229,2025-07-13,UPI,329,Success
850,229,2025-10-11,Net Banking,299,Success
851,229,2026-01-09,Debit Card,299,Success
852,229,2026-04-09,Debit Card,329,Success
853,229,2026-07-08,Debit Card,299,Success
854,230,2025-02-13,Net Banking,329,Success
855,230,2025-05-14,UPI,329,Success
856,231,2026-06-13,Credit Card,329,Success
857,231,2026-09-11,Debit Card,349,Success
858,231,2026-12-10,Net Banking,349,Success
859,232,2025-02-13,Credit Card,1299,Success
860,233,2023-10-11,UPI,999,Failed
861,234,2026-07-27,Debit Card,129,Failed
862,234,2026-08-26,Debit Card,129,Success
863,234,2026-09-25,Debit Card,129,Success
864,234,2026-10-25,Net Banking,129,Failed
865,235,2025-01-31,Credit Card,1199,Success
866,236,2024-04-13,Debit Card,349,Success
867,236,2024-07-12,UPI,299,Success
868,236,2024-10-10,UPI,329,Success
869,236,2025-01-08,Net Banking,349,Failed
870,236,2025-04-08,Debit Card,299,Success
871,237,2024-05-30,Credit Card,129,Success
872,237,2024-06-29,Credit Card,129,Success
873,237,2024-07-29,UPI,119,Success
874,237,2024-08-28,Debit Card,119,Success
875,238,2024-12-02,Debit Card,99,Success
876,238,2025-01-01,UPI,119,Success
877,238,2025-01-31,Debit Card,99,Success
878,238,2025-03-02,Net Banking,129,Failed
879,238,2025-04-01,Credit Card,99,Failed
880,238,2025-05-01,Net Banking,99,Success
881,238,2025-05-31,Net Banking,119,Success
882,239,2024-02-07,Debit Card,1299,Success
883,239,2025-02-06,UPI,1299,Success
884,240,2024-02-07,Debit Card,349,Success
885,240,2024-05-07,Credit Card,299,Success
886,241,2024-12-04,Debit Card,299,Failed
887,241,2025-03-04,Credit Card,349,Failed
888,241,2025-06-02,UPI,299,Success
889,242,2024-05-07,Debit Card,1299,Success
890,242,2025-05-07,Net Banking,1199,Success
891,243,2023-10-24,Credit Card,329,Success
892,243,2024-01-22,Debit Card,329,Success
893,243,2024-04-21,Debit Card,349,Success
894,243,2024-07-20,Debit Card,299,Success
895,243,2024-10-18,UPI,299,Failed
896,244,2025-05-31,UPI,1299,Failed
897,245,2025-06-08,Credit Card,129,Success
898,245,2025-07-08,Net Banking,119,Success
899,245,2025-08-07,Credit Card,119,Success
900,245,2025-09-06,Credit Card,129,Success
901,245,2025-10-06,UPI,129,Failed
902,245,2025-11-05,UPI,119,Success
903,245,2025-12-05,UPI,119,Success
904,246,2025-09-27,Net Banking,1199,Success
905,247,2023-11-07,Debit Card,99,Success
906,247,2023-12-07,Debit Card,129,Success
907,247,2024-01-06,Credit Card,119,Success
908,247,2024-02-05,Debit Card,119,Success
909,247,2024-03-06,UPI,119,Success
910,247,2024-04-05,Credit Card,99,Success
911,247,2024-05-05,UPI,99,Success
912,247,2024-06-04,Debit Card,99,Success
913,247,2024-07-04,Credit Card,119,Success
914,247,2024-08-03,Credit Card,129,Success
915,247,2024-09-02,Debit Card,99,Success
916,247,2024-10-02,Net Banking,129,Success
917,247,2024-11-01,UPI,99,Failed
918,248,2024-02-19,UPI,1299,Success
919,249,2025-01-13,UPI,119,Success
920,249,2025-02-12,Net Banking,119,Success
921,250,2024-01-07,Net Banking,129,Success
922,250,2024-02-06,Debit Card,119,Success
923,251,2024-10-13,UPI,129,Failed
924,251,2024-11-12,Credit Card,129,Success
925,251,2024-12-12,Net Banking,129,Success
926,251,2025-01-11,Debit Card,119,Failed
927,251,2025-02-10,Credit Card,119,Success
928,251,2025-03-12,Debit Card,99,Success
929,251,2025-04-11,Credit Card,119,Success
930,251,2025-05-11,Net Banking,119,Failed
931,251,2025-06-10,UPI,99,Failed
932,251,2025-07-10,Debit Card,99,Failed
933,251,2025-08-09,Credit Card,119,Success
934,251,2025-09-08,Credit Card,119,Success
935,251,2025-10-08,UPI,119,Success
936,252,2025-01-20,UPI,129,Success
937,252,2025-02-19,Net Banking,129,Failed
938,252,2025-03-21,Net Banking,129,Success
939,252,2025-04-20,Credit Card,129,Success
940,253,2026-03-14,Net Banking,119,Success
941,253,2026-04-13,Credit Card,119,Failed
942,253,2026-05-13,Debit Card,119,Success
943,253,2026-06-12,UPI,99,Failed
944,254,2026-02-07,Net Banking,999,Success
945,255,2024-04-19,UPI,349,Failed
946,255,2024-07-18,Debit Card,299,Failed
947,255,2024-10-16,UPI,299,Failed
948,255,2025-01-14,Net Banking,329,Success
949,255,2025-04-14,Credit Card,299,Success
950,256,2023-10-11,UPI,1299,Success
951,257,2024-02-07,Credit Card,1299,Failed
952,257,2025-02-06,Debit Card,1299,Failed
953,258,2025-05-28,Net Banking,129,Success
954,258,2025-06-27,Debit Card,99,Success
955,258,2025-07-27,Debit Card,129,Failed
956,258,2025-08-26,Debit Card,129,Success
957,258,2025-09-25,UPI,129,Failed
958,258,2025-10-25,Debit Card,99,Success
959,258,2025-11-24,UPI,119,Success
960,258,2025-12-24,Debit Card,129,Success
961,258,2026-01-23,UPI,119,Success
962,258,2026-02-22,Net Banking,119,Success
963,258,2026-03-24,Net Banking,129,Failed
964,258,2026-04-23,Net Banking,119,Success
965,258,2026-05-23,Credit Card,129,Failed
966,259,2025-07-02,Credit Card,999,Failed
967,260,2024-10-04,Net Banking,119,Success
968,260,2024-11-03,Credit Card,119,Success
969,260,2024-12-03,UPI,99,Success
970,260,2025-01-02,Net Banking,99,Failed
971,260,2025-02-01,UPI,99,Success
972,260,2025-03-03,Net Banking,129,Failed
973,260,2025-04-02,Net Banking,129,Success
974,260,2025-05-02,Net Banking,119,Failed
975,260,2025-06-01,Debit Card,119,Success
976,260,2025-07-01,Net Banking,99,Success
977,260,2025-07-31,Net Banking,129,Success
978,260,2025-08-30,Debit Card,129,Failed
979,260,2025-09-29,Debit Card,129,Success
980,261,2024-07-27,Net Banking,999,Success
981,262,2025-11-26,Net Banking,999,Success
982,263,2024-04-17,Debit Card,99,Failed
983,263,2024-05-17,UPI,129,Success
984,263,2024-06-16,Net Banking,99,Success
985,263,2024-07-16,Debit Card,129,Success
986,263,2024-08-15,UPI,119,Failed
987,263,2024-09-14,Net Banking,119,Success
988,263,2024-10-14,Debit Card,119,Success
989,264,2024-03-29,Credit Card,119,Success
990,264,2024-04-28,Debit Card,129,Success
991,264,2024-05-28,Net Banking,99,Success
992,264,2024-06-27,UPI,129,Success
993,264,2024-07-27,UPI,129,Success
994,264,2024-08-26,UPI,119,Success
995,264,2024-09-25,UPI,129,Success
996,264,2024-10-25,Credit Card,119,Success
997,264,2024-11-24,Debit Card,119,Success
998,264,2024-12-24,UPI,129,Success
999,264,2025-01-23,Credit Card,129,Failed
1000,264,2025-02-22,Credit Card,119,Success
1001,264,2025-03-24,Credit Card,129,Failed
1002,265,2024-04-09,UPI,99,Success
1003,265,2024-05-09,Credit Card,99,Success
1004,266,2024-04-11,Net Banking,119,Failed
1005,266,2024-05-11,Net Banking,99,Success
1006,266,2024-06-10,Debit Card,99,Success
1007,266,2024-07-10,Debit Card,129,Success
1008,267,2024-11-16,Credit Card,999,Failed
1009,268,2023-11-09,Net Banking,329,Success
1010,268,2024-02-07,Credit Card,329,Failed
1011,268,2024-05-07,Net Banking,349,Failed
1012,269,2023-10-30,Credit Card,329,Failed
1013,269,2024-01-28,Debit Card,299,Failed
1014,269,2024-04-27,Debit Card,329,Success
1015,270,2025-01-20,Debit Card,299,Failed
1016,271,2024-09-06,Debit Card,349,Success
1017,271,2024-12-05,Debit Card,329,Success
1018,271,2025-03-05,Net Banking,329,Failed
1019,271,2025-06-03,Credit Card,349,Success
1020,271,2025-09-01,Debit Card,349,Success
1021,272,2026-03-12,UPI,1199,Success
1022,273,2024-04-01,UPI,299,Failed
1023,273,2024-06-30,UPI,299,Failed
1024,274,2024-06-24,Credit Card,1199,Success
1025,275,2026-07-10,Credit Card,119,Success
1026,275,2026-08-09,UPI,99,Success
1027,276,2024-06-11,Credit Card,349,Success
1028,276,2024-09-09,UPI,349,Success
1029,276,2024-12-08,Credit Card,349,Failed
1030,276,2025-03-08,Credit Card,349,Success
1031,276,2025-06-06,Credit Card,349,Success
1032,277,2023-11-24,Net Banking,1199,Success
1033,277,2024-11-23,Net Banking,1299,Success
1034,278,2025-04-12,Debit Card,119,Success
1035,278,2025-05-12,UPI,99,Success
1036,278,2025-06-11,Net Banking,99,Failed
1037,278,2025-07-11,UPI,119,Success
1038,278,2025-08-10,Credit Card,119,Failed
1039,278,2025-09-09,Net Banking,99,Success
1040,278,2025-10-09,Net Banking,129,Success
1041,278,2025-11-08,Net Banking,129,Success
1042,278,2025-12-08,Net Banking,99,Success
1043,278,2026-01-07,UPI,129,Failed
1044,278,2026-02-06,Debit Card,129,Success
1045,278,2026-03-08,UPI,99,Success
1046,278,2026-04-07,Debit Card,129,Failed
1047,279,2025-04-20,Net Banking,999,Success
1048,280,2024-04-16,UPI,129,Success
1049,280,2024-05-16,Net Banking,129,Success
1050,280,2024-06-15,Debit Card,99,Failed
1051,280,2024-07-15,UPI,129,Failed
1052,281,2026-06-25,Net Banking,329,Failed
1053,281,2026-09-23,UPI,349,Success
1054,281,2026-12-22,Net Banking,299,Failed
1055,281,2027-03-22,Debit Card,299,Success
1056,281,2027-06-20,Debit Card,349,Failed
1057,282,2023-10-24,UPI,999,Success
1058,283,2024-02-07,Debit Card,1299,Success
1059,284,2026-07-08,Debit Card,119,Success
1060,284,2026-08-07,UPI,99,Failed
1061,285,2026-04-22,Credit Card,1299,Success
1062,286,2023-11-23,Net Banking,349,Success
1063,286,2024-02-21,Debit Card,349,Failed
1064,286,2024-05-21,Net Banking,299,Success
1065,286,2024-08-19,UPI,299,Success
1066,286,2024-11-17,Credit Card,299,Failed
1067,287,2024-01-07,UPI,119,Success
1068,287,2024-02-06,Net Banking,119,Success
1069,288,2024-03-06,Debit Card,999,Success
1070,289,2024-07-30,UPI,119,Failed
1071,289,2024-08-29,Credit Card,99,Failed
1072,290,2024-10-13,Credit Card,129,Success
1073,290,2024-11-12,UPI,99,Success
1074,290,2024-12-12,UPI,119,Failed
1075,290,2025-01-11,UPI,129,Success
1076,290,2025-02-10,Credit Card,129,Success
1077,290,2025-03-12,UPI,99,Success
1078,290,2025-04-11,Net Banking,99,Success
1079,291,2025-12-19,UPI,1299,Success
1080,292,2024-12-31,Net Banking,999,Success
1081,293,2024-08-01,Credit Card,99,Failed
1082,293,2024-08-31,Net Banking,119,Success
1083,293,2024-09-30,Credit Card,99,Success
1084,293,2024-10-30,UPI,99,Success
1085,293,2024-11-29,UPI,119,Success
1086,293,2024-12-29,Credit Card,119,Failed
1087,293,2025-01-28,Debit Card,99,Success
1088,293,2025-02-27,Credit Card,119,Success
1089,293,2025-03-29,UPI,99,Failed
1090,293,2025-04-28,UPI,99,Failed
1091,293,2025-05-28,UPI,99,Success
1092,293,2025-06-27,UPI,99,Success
1093,293,2025-07-27,Net Banking,119,Success
1094,294,2024-08-24,Credit Card,99,Success
1095,294,2024-09-23,Net Banking,129,Failed
1096,294,2024-10-23,Credit Card,99,Success
1097,294,2024-11-22,Credit Card,129,Failed
1098,294,2024-12-22,UPI,129,Success
1099,294,2025-01-21,Net Banking,119,Success
1100,294,2025-02-20,Credit Card,129,Success
1101,295,2026-02-22,UPI,999,Success
1102,296,2024-02-15,Credit Card,1299,Failed
1103,296,2025-02-14,Credit Card,1299,Success
1104,297,2024-07-06,Credit Card,299,Success
1105,297,2024-10-04,Net Banking,299,Failed
1106,297,2025-01-02,Credit Card,299,Success
1107,298,2024-08-30,Debit Card,999,Success
1108,299,2026-06-04,Net Banking,999,Success
1109,300,2024-06-08,Net Banking,119,Success
1110,300,2024-07-08,UPI,99,Success
1111,300,2024-08-07,UPI,99,Failed
1112,300,2024-09-06,UPI,129,Success
1113,300,2024-10-06,Net Banking,99,Success
1114,300,2024-11-05,Credit Card,119,Success
1115,300,2024-12-05,UPI,99,Success
1116,301,2025-03-29,UPI,299,Success
1117,302,2024-06-20,Net Banking,129,Success
1118,302,2024-07-20,Credit Card,119,Success
1119,302,2024-08-19,Net Banking,119,Success
1120,302,2024-09-18,Credit Card,119,Success
1121,303,2025-11-23,Net Banking,1299,Success
1122,304,2025-04-22,Debit Card,329,Success
1123,304,2025-07-21,Credit Card,329,Success
1124,304,2025-10-19,Credit Card,329,Success
1125,304,2026-01-17,UPI,299,Success
1126,304,2026-04-17,Credit Card,329,Success
1127,305,2024-03-11,Net Banking,1199,Failed
1128,306,2024-08-10,Debit Card,299,Success
1129,306,2024-11-08,Credit Card,329,Success
1130,306,2025-02-06,Credit Card,349,Success
1131,307,2024-05-14,Net Banking,119,Success
1132,307,2024-06-13,Net Banking,129,Failed
1133,307,2024-07-13,UPI,119,Failed
1134,307,2024-08-12,Credit Card,129,Success
1135,307,2024-09-11,Net Banking,119,Success
1136,307,2024-10-11,Credit Card,129,Success
1137,307,2024-11-10,UPI,119,Success
1138,307,2024-12-10,UPI,119,Failed
1139,307,2025-01-09,Net Banking,129,Failed
1140,307,2025-02-08,UPI,129,Failed
1141,307,2025-03-10,Credit Card,119,Success
1142,307,2025-04-09,UPI,129,Failed
1143,307,2025-05-09,Credit Card,99,Success
1144,308,2024-09-23,Credit Card,1199,Success
1145,309,2026-03-28,Net Banking,299,Success
1146,309,2026-06-26,Net Banking,299,Success
1147,309,2026-09-24,Net Banking,329,Success
1148,309,2026-12-23,Net Banking,349,Success
1149,309,2027-03-23,Net Banking,329,Success
1150,310,2024-10-10,UPI,1299,Failed
1151,311,2025-02-14,Debit Card,129,Success
1152,311,2025-03-16,Net Banking,119,Success
1153,311,2025-04-15,Credit Card,129,Success
1154,311,2025-05-15,Debit Card,129,Success
1155,311,2025-06-14,Debit Card,129,Success
1156,311,2025-07-14,Net Banking,99,Success
1157,311,2025-08-13,UPI,119,Success
1158,311,2025-09-12,Credit Card,119,Success
1159,311,2025-10-12,Credit Card,129,Success
1160,311,2025-11-11,Credit Card,119,Success
1161,311,2025-12-11,Net Banking,129,Success
1162,311,2026-01-10,Credit Card,129,Success
1163,311,2026-02-09,Debit Card,119,Failed
1164,312,2025-06-12,UPI,119,Success
1165,312,2025-07-12,Debit Card,119,Failed
1166,312,2025-08-11,UPI,119,Failed
1167,312,2025-09-10,Debit Card,129,Failed
1168,312,2025-10-10,Debit Card,129,Success
1169,312,2025-11-09,Net Banking,99,Success
1170,312,2025-12-09,Net Banking,99,Success
1171,313,2026-08-02,UPI,119,Success
1172,313,2026-09-01,Debit Card,99,Success
1173,314,2024-11-25,Credit Card,129,Failed
1174,314,2024-12-25,Credit Card,99,Success
1175,314,2025-01-24,Net Banking,119,Success
1176,314,2025-02-23,Debit Card,119,Failed
1177,314,2025-03-25,UPI,119,Success
1178,314,2025-04-24,UPI,99,Success
1179,314,2025-05-24,Debit Card,99,Failed
1180,315,2025-02-10,Debit Card,1299,Success
1181,315,2026-02-10,Net Banking,1199,Failed
1182,316,2024-03-26,Credit Card,1199,Success
1183,317,2024-08-13,Debit Card,299,Success
1184,317,2024-11-11,Debit Card,329,Success
1185,317,2025-02-09,Credit Card,299,Success
1186,317,2025-05-10,Net Banking,329,Success
1187,317,2025-08-08,Credit Card,349,Success
1188,318,2024-12-27,Credit Card,99,Success
1189,318,2025-01-26,Credit Card,99,Success
1190,318,2025-02-25,Debit Card,99,Success
1191,318,2025-03-27,Debit Card,119,Success
1192,318,2025-04-26,Credit Card,99,Success
1193,318,2025-05-26,Debit Card,129,Success
1194,318,2025-06-25,Debit Card,99,Failed
1195,319,2024-06-26,Credit Card,129,Success
1196,319,2024-07-26,UPI,99,Failed
1197,320,2025-10-28,Credit Card,329,Failed
1198,320,2026-01-26,Credit Card,329,Success
1199,320,2026-04-26,Debit Card,349,Success
1200,321,2025-05-24,Debit Card,329,Success
1201,321,2025-08-22,Net Banking,349,Success
1202,321,2025-11-20,UPI,349,Failed
1203,322,2024-12-18,Credit Card,99,Success
1204,322,2025-01-17,UPI,119,Failed
1205,323,2024-12-17,Credit Card,129,Failed
1206,323,2025-01-16,UPI,119,Success
1207,324,2026-04-15,Credit Card,299,Success
1208,324,2026-07-14,Credit Card,329,Success
1209,324,2026-10-12,Net Banking,299,Success
1210,324,2027-01-10,Net Banking,349,Success
1211,324,2027-04-10,Debit Card,329,Success
1212,325,2025-07-30,Debit Card,129,Failed
1213,325,2025-08-29,Net Banking,99,Success
1214,325,2025-09-28,Debit Card,119,Success
1215,325,2025-10-28,Debit Card,119,Success
1216,325,2025-11-27,Net Banking,119,Success
1217,325,2025-12-27,Net Banking,99,Failed
1218,325,2026-01-26,Debit Card,119,Success
1219,325,2026-02-25,Net Banking,129,Failed
1220,325,2026-03-27,UPI,99,Success
1221,325,2026-04-26,Debit Card,99,Failed
1222,325,2026-05-26,Debit Card,129,Success
1223,325,2026-06-25,Net Banking,129,Success
1224,325,2026-07-25,Net Banking,99,Success
1225,326,2025-07-08,Credit Card,119,Failed
1226,326,2025-08-07,Credit Card,129,Success
1227,327,2023-09-19,Net Banking,999,Success
1228,328,2024-06-07,Net Banking,1299,Success
1229,329,2024-10-25,Debit Card,329,Failed
1230,329,2025-01-23,Net Banking,349,Success
1231,329,2025-04-23,UPI,299,Success
1232,330,2026-03-06,Debit Card,329,Failed
1233,331,2025-11-15,Debit Card,299,Failed
1234,331,2026-02-13,Net Banking,299,Success
1235,331,2026-05-14,UPI,299,Success
1236,331,2026-08-12,UPI,329,Success
1237,331,2026-11-10,Net Banking,349,Failed
1238,332,2025-07-11,Net Banking,1199,Success
1239,333,2025-07-10,UPI,1199,Success
1240,334,2024-07-08,UPI,999,Success
1241,335,2024-10-31,Net Banking,119,Success
1242,335,2024-11-30,Credit Card,119,Success
1243,335,2024-12-30,Debit Card,119,Failed
1244,335,2025-01-29,Debit Card,129,Success
1245,335,2025-02-28,Debit Card,119,Success
1246,335,2025-03-30,Credit Card,129,Success
1247,335,2025-04-29,Credit Card,99,Success
1248,335,2025-05-29,Debit Card,119,Success
1249,335,2025-06-28,Debit Card,129,Success
1250,335,2025-07-28,Debit Card,129,Success
1251,335,2025-08-27,Credit Card,99,Success
1252,335,2025-09-26,Net Banking,119,Failed
1253,335,2025-10-26,Credit Card,119,Success
1254,336,2024-06-08,Credit Card,299,Success
1255,336,2024-09-06,UPI,299,Failed
1256,337,2023-12-05,UPI,329,Success
1257,337,2024-03-04,UPI,299,Failed
1258,337,2024-06-02,Debit Card,329,Success
1259,338,2026-03-06,Net Banking,99,Success
1260,338,2026-04-05,Debit Card,99,Success
1261,338,2026-05-05,UPI,129,Success
1262,338,2026-06-04,Credit Card,99,Success
1263,338,2026-07-04,Credit Card,119,Success
1264,338,2026-08-03,UPI,99,Failed
1265,338,2026-09-02,UPI,129,Success
1266,338,2026-10-02,Net Banking,99,Failed
