Artist_id,Age
3708,36
3710,22
3711,23
3712,18
3713,53
3714,26
3715,34
3716,49
3718,29
3719,39
3720,26
3721,45
3722,52
3723,34
3724,18
3725,34
3726,67
3727,22
3729,35
3730,20
3732,61
3733,29
3734,38
3735,18
3736,41
3738,22
3742,41
3743,37
3744,26
3747,54
3748,63
3749,50
3750,52
3751,67
3752,40
3753,44
3754,35
3755,50
3756,54
3758,27
3759,59
3760,54
3761,42
3762,69
3764,32
3765,50
3767,20
3768,33
3769,68
3770,63
3771,47
3772,32
3773,63
3774,54
3775,50
3776,58
3777,40
3780,30
3781,59
3782,37
3784,20
3785,22
3787,29
3788,27
3789,54
3790,41
3793,46
3794,35
3795,36
3796,62
3797,68
3798,44
3799,53
3800,25
3802,36
3803,37
3804,33
3807,55
3809,53
3810,67
3811,54
3812,53
3813,69
3814,44
3815,21
3816,61
3817,18
3818,52
3819,43
3820,28
3822,50
3823,21
3824,32
3825,28
3826,70
3827,34
3828,45
3829,66
3830,59
3832,56
3833,38
3834,55
3835,23
3836,34
3838,59
3839,18
3841,33
3842,39
3843,69
3844,63
3845,69
3846,41
3849,40
3850,62
3851,47
3853,49
3854,34
3855,42
3856,25
3857,49
3859,52
3860,62
3864,30
3865,58
3866,51
3867,48
3868,54
3869,27
3870,58
3871,57
3873,66
3874,29
3875,22
3876,27
3877,69
3878,27
3879,57
3880,32
3881,39
3883,27
3885,28
3886,59
3887,67
3888,39
3889,56
3890,58
3891,68
3892,33
3894,29
3895,46
3896,21
3897,64
3898,37
3899,55
3900,57
3901,41
3902,49
3903,54
3904,62
3905,31
3906,44
3909,40
3910,18
3911,34
3912,53
3913,61
3914,25
3916,56
3917,41
3918,40
3919,52
3920,61
3922,69
3923,60
3924,34
3927,37
3928,40
3929,30
3930,61
3931,38
3932,70
3933,19
3934,36
3937,60
3938,67
3939,57
3940,62
3941,47
3942,35
3943,45
3944,44
3945,43
3946,56
3947,36
3948,32
3949,30
3951,21
3952,53
3953,32
3954,19
3955,48
3956,46
3957,40
3959,46
3960,37
3961,49
3963,29
3964,32
3965,48
3966,49
3967,28
3968,62
3969,66
3970,46
3971,45
3972,19
3973,48
3974,56
3975,43
3976,21
3977,43
3978,28
3979,56
3980,43
3981,58
3982,25
3983,45
3984,36
3985,65
3987,69
3988,30
3989,67
3990,29
3991,66
3992,60
3993,38
3994,25
3995,69
3996,25
3997,60
3998,53
3999,37
4001,62
4002,36
4003,18
4004,45
4005,64
4006,47
4007,53
4008,59
4009,62
4010,69
4011,18
4012,44
4015,22
4016,61
4017,45
4018,63
4019,47
4020,66
4021,59
4023,41
4024,30
4025,58
4026,61
4027,43
4028,44
4029,59
4030,51
4031,60
4032,18
4033,26
4034,56
4035,34
4037,69
4038,20
4039,43
4040,31
4041,24
4042,30
4043,64
4044,59
4045,69
4046,59
4048,47
4049,64
4050,38
4051,53
4053,60
4054,58
4055,19
4057,26
4058,58
4060,34
4061,29
4063,20
4065,30
4066,28
4067,48
4070,56
4071,19
4072,53
4073,48
4074,66
4076,49
4077,63
4078,41
4079,19
4080,60
4081,35
4085,19
4086,34
4087,50
4088,69
4089,39
4090,63
4091,58
4092,36
4093,52
4094,23
4095,39
4096,48
4097,23
4098,67
4099,50
4100,62
4101,61
4102,43
4103,20
4105,30
4107,63
4109,54
4110,63
4111,29
4112,56
4113,33
